Zip Code multiple,Property,Int ID,Zip Code
RI Living GmbH (EUR),RETAINED EARNINGS : Retained Earnings,52,
Rainmaker Elimination,RETAINED EARNINGS : Retained Earnings,52,
Chandos Holdings UG ( IMMO managed),RETAINED EARNINGS : Retained Earnings,52,
Arcangel Assets GmbH (IMMO managed),RETAINED EARNINGS : Retained Earnings,52,
Ruscha Residential GmbH (EUR) (IMMO managed),RETAINED EARNINGS : Retained Earnings,52,
Chandos Elimination (IMMO managed),RETAINED EARNINGS : Retained Earnings,52,
Nuveen HoldCo (Consolidation),RETAINED EARNINGS : Retained Earnings,52,
TIAA General Account Housing German Property GmbH (EUR),RETAINED EARNINGS : Retained Earnings,52,
TIAA General Account Housing German Service GmbH (EUR),RETAINED EARNINGS : Retained Earnings,52,
Nuveen Elimination,RETAINED EARNINGS : Retained Earnings,52,
Exporo Bestand 46 GmbH (EUR),RETAINED EARNINGS : Retained Earnings,52,
Consolidation Elimination,RETAINED EARNINGS : Retained Earnings,52,
productivity subsidiary,RETAINED EARNINGS : Retained Earnings,52,
Test Entity,RETAINED EARNINGS : Retained Earnings,52,
IMMO Consolidation Entity (LUX),RETAINED EARNINGS : Retained Earnings,52,
IMMO Investment Technologies S.à r.l. (LUX),RETAINED EARNINGS : Retained Earnings,52,
RainMaker Investments GmbH (EUR),Sales,54,
IMMO Consolidation Entity (LUX),Sales,54,
RI Living GmbH (EUR),Sales,54,
Rainmaker Elimination,Sales,54,
Chandos Holdings UG ( IMMO managed),Sales,54,
Arcangel Assets GmbH (IMMO managed),Sales,54,
Ruscha Residential GmbH (EUR) (IMMO managed),Sales,54,
Chandos Elimination (IMMO managed),Sales,54,
Nuveen HoldCo (Consolidation),Sales,54,
TIAA General Account Housing German Property GmbH (EUR),Sales,54,
TIAA General Account Housing German Service GmbH (EUR),Sales,54,
Nuveen Elimination,Sales,54,
Exporo Bestand 46 GmbH (EUR),Sales,54,
Consolidation Elimination,Sales,54,
productivity subsidiary,Sales,54,
Test Entity,Sales,54,
IMMO Investment Technologies S.à r.l. (LUX),Sales,54,
IMMO Fund (consolidation entity),Sales,54,
IMMO Capital Fund GP S.à r.l (LUX),Sales,54,
IMMO Capital Investment Funds SCSp SICAV-RAIF (LUX),Sales,54,
Capital fund Elimination,Sales,54,
IMMO Services Companies (Consolidation entity),Sales,54,
IMMO Investment Technologies UK Limited (UK),Sales,54,
INSTA IMMO GmbH (GER),Sales,54,
Chandos Holdings UG,Sales,54,
Arcangel Assets GmbH,Sales,54,
Ruscha Residential GmbH,Sales,54,
Chandos Elimination,Sales,54,
IMMO Investment Technologies España S.L (SPN),Sales,54,
IMMO Digital Solutions India Private Limited (INR),Sales,54,
IMMO Service Elimination entity,Sales,54,
IMMO Property Owning Structure (Consolidation entity),Sales,54,
Carilux Investment S.à r.l (LUX),Sales,54,
Moonstone Holdings S.à r.l (LUX),Sales,54,
Matis Investment S.à r.l (LUX),Sales,54,
"IMMO Central Portfolio Spain, S.L. (SPN)",Sales,54,
"IMMO IT Spain Portfolio, S.L. (SPN)",Sales,54,
IMMO IT SPAIN ELIMINATION,Sales,54,
IMMO German Service GmbH (GER),Sales,54,
IMMO German Property GmbH (GER),Sales,54,
IMMO German Service II GmbH (GER),Sales,54,
IMMO German Property II GmbH (GER),Sales,54,
IMMO Central Portfolio UK Limited (UK),Sales,54,
Matis Investment Elimination,Sales,54,
Matis Elimination(Moonstone),Sales,54,
Moonstone Elimination(carilux),Sales,54,
IMMO Investment Elimination,Sales,54,
IMMO Managed Companies (Consolidation entity),Sales,54,
RI Nord GmbH (EUR),Sales,54,
IMMO Consolidation Entity (LUX),REVENUE,443,
Test Entity,REVENUE,443,
IMMO Fund (consolidation entity),REVENUE,443,
IMMO Capital Fund GP S.à r.l (LUX),REVENUE,443,
IMMO Capital Investment Funds SCSp SICAV-RAIF (LUX),REVENUE,443,
Capital fund Elimination,REVENUE,443,
IMMO Services Companies (Consolidation entity),REVENUE,443,
IMMO Investment Technologies UK Limited (UK),REVENUE,443,
INSTA IMMO GmbH (GER),REVENUE,443,
Chandos Holdings UG,REVENUE,443,
Arcangel Assets GmbH,REVENUE,443,
Ruscha Residential GmbH,REVENUE,443,
Chandos Elimination,REVENUE,443,
IMMO Investment Technologies España S.L (SPN),REVENUE,443,
IMMO Digital Solutions India Private Limited (INR),REVENUE,443,
IMMO Service Elimination entity,REVENUE,443,
IMMO Property Owning Structure (Consolidation entity),REVENUE,443,
Carilux Investment S.à r.l (LUX),REVENUE,443,
Moonstone Holdings S.à r.l (LUX),REVENUE,443,
Matis Investment S.à r.l (LUX),REVENUE,443,
"IMMO Central Portfolio Spain, S.L. (SPN)",REVENUE,443,
"IMMO IT Spain Portfolio, S.L. (SPN)",REVENUE,443,
IMMO IT SPAIN ELIMINATION,REVENUE,443,
IMMO German Service GmbH (GER),REVENUE,443,
IMMO German Property GmbH (GER),REVENUE,443,
IMMO German Service II GmbH (GER),REVENUE,443,
IMMO German Property II GmbH (GER),REVENUE,443,
IMMO Central Portfolio UK Limited (UK),REVENUE,443,
Matis Investment Elimination,REVENUE,443,
Matis Elimination(Moonstone),REVENUE,443,
Moonstone Elimination(carilux),REVENUE,443,
IMMO Investment Elimination,REVENUE,443,
IMMO Managed Companies (Consolidation entity),REVENUE,443,
RainMaker Investments GmbH (EUR),REVENUE,443,
RI Nord GmbH (EUR),REVENUE,443,
RI Living GmbH (EUR),REVENUE,443,
Rainmaker Elimination,REVENUE,443,
Chandos Holdings UG ( IMMO managed),REVENUE,443,
Arcangel Assets GmbH (IMMO managed),REVENUE,443,
Ruscha Residential GmbH (EUR) (IMMO managed),REVENUE,443,
Chandos Elimination (IMMO managed),REVENUE,443,
Nuveen HoldCo (Consolidation),REVENUE,443,
TIAA General Account Housing German Property GmbH (EUR),REVENUE,443,
TIAA General Account Housing German Service GmbH (EUR),REVENUE,443,
Nuveen Elimination,REVENUE,443,
Exporo Bestand 46 GmbH (EUR),REVENUE,443,
Consolidation Elimination,REVENUE,443,
productivity subsidiary,REVENUE,443,
IMMO Investment Technologies S.à r.l. (LUX),REVENUE,443,
IMMO Investment Technologies S.à r.l. (LUX),REVENUE : Sourcing Fees,1336,
IMMO Investment Elimination,REVENUE : Sourcing Fees,1336,
IMMO Capital Fund GP S.à r.l (LUX),REVENUE : Sourcing Fees,1336,
IMMO Capital Investment Funds SCSp SICAV-RAIF (LUX),REVENUE : Sourcing Fees,1336,
Capital fund Elimination,REVENUE : Sourcing Fees,1336,
IMMO Services Companies (Consolidation entity),REVENUE : Sourcing Fees,1336,
IMMO Investment Technologies UK Limited (UK),REVENUE : Sourcing Fees,1336,
INSTA IMMO GmbH (GER),REVENUE : Sourcing Fees,1336,
Chandos Holdings UG,REVENUE : Sourcing Fees,1336,
Arcangel Assets GmbH,REVENUE : Sourcing Fees,1336,
Ruscha Residential GmbH,REVENUE : Sourcing Fees,1336,
Chandos Elimination,REVENUE : Sourcing Fees,1336,
IMMO Investment Technologies España S.L (SPN),REVENUE : Sourcing Fees,1336,
IMMO Digital Solutions India Private Limited (INR),REVENUE : Sourcing Fees,1336,
IMMO Service Elimination entity,REVENUE : Sourcing Fees,1336,
IMMO Property Owning Structure (Consolidation entity),REVENUE : Sourcing Fees,1336,
Carilux Investment S.à r.l (LUX),REVENUE : Sourcing Fees,1336,
Moonstone Holdings S.à r.l (LUX),REVENUE : Sourcing Fees,1336,
Matis Investment S.à r.l (LUX),REVENUE : Sourcing Fees,1336,
"IMMO Central Portfolio Spain, S.L. (SPN)",REVENUE : Sourcing Fees,1336,
"IMMO IT Spain Portfolio, S.L. (SPN)",REVENUE : Sourcing Fees,1336,
IMMO IT SPAIN ELIMINATION,REVENUE : Sourcing Fees,1336,
IMMO German Service GmbH (GER),REVENUE : Sourcing Fees,1336,
IMMO German Property GmbH (GER),REVENUE : Sourcing Fees,1336,
IMMO German Service II GmbH (GER),REVENUE : Sourcing Fees,1336,
IMMO German Property II GmbH (GER),REVENUE : Sourcing Fees,1336,
IMMO Central Portfolio UK Limited (UK),REVENUE : Sourcing Fees,1336,
Matis Investment Elimination,REVENUE : Sourcing Fees,1336,
Matis Elimination(Moonstone),REVENUE : Sourcing Fees,1336,
Moonstone Elimination(carilux),REVENUE : Sourcing Fees,1336,
IMMO Fund (consolidation entity),REVENUE : Sourcing Fees,1336,
IMMO Investment Technologies S.à r.l. (LUX),REVENUE : Lettings Fees,1337,
IMMO Fund (consolidation entity),REVENUE : Lettings Fees,1337,
IMMO Capital Fund GP S.à r.l (LUX),REVENUE : Lettings Fees,1337,
IMMO Capital Investment Funds SCSp SICAV-RAIF (LUX),REVENUE : Lettings Fees,1337,
Capital fund Elimination,REVENUE : Lettings Fees,1337,
IMMO Services Companies (Consolidation entity),REVENUE : Lettings Fees,1337,
IMMO Investment Technologies UK Limited (UK),REVENUE : Lettings Fees,1337,
INSTA IMMO GmbH (GER),REVENUE : Lettings Fees,1337,
Chandos Holdings UG,REVENUE : Lettings Fees,1337,
Arcangel Assets GmbH,REVENUE : Lettings Fees,1337,
Ruscha Residential GmbH,REVENUE : Lettings Fees,1337,
Chandos Elimination,REVENUE : Lettings Fees,1337,
IMMO Investment Technologies España S.L (SPN),REVENUE : Lettings Fees,1337,
IMMO Digital Solutions India Private Limited (INR),REVENUE : Lettings Fees,1337,
IMMO Service Elimination entity,REVENUE : Lettings Fees,1337,
IMMO Property Owning Structure (Consolidation entity),REVENUE : Lettings Fees,1337,
Carilux Investment S.à r.l (LUX),REVENUE : Lettings Fees,1337,
Moonstone Holdings S.à r.l (LUX),REVENUE : Lettings Fees,1337,
Matis Investment S.à r.l (LUX),REVENUE : Lettings Fees,1337,
"IMMO Central Portfolio Spain, S.L. (SPN)",REVENUE : Lettings Fees,1337,
"IMMO IT Spain Portfolio, S.L. (SPN)",REVENUE : Lettings Fees,1337,
IMMO IT SPAIN ELIMINATION,REVENUE : Lettings Fees,1337,
IMMO German Service GmbH (GER),REVENUE : Lettings Fees,1337,
IMMO German Property GmbH (GER),REVENUE : Lettings Fees,1337,
IMMO German Service II GmbH (GER),REVENUE : Lettings Fees,1337,
IMMO German Property II GmbH (GER),REVENUE : Lettings Fees,1337,
IMMO Central Portfolio UK Limited (UK),REVENUE : Lettings Fees,1337,
Matis Investment Elimination,REVENUE : Lettings Fees,1337,
Matis Elimination(Moonstone),REVENUE : Lettings Fees,1337,
Moonstone Elimination(carilux),REVENUE : Lettings Fees,1337,
IMMO Investment Elimination,REVENUE : Lettings Fees,1337,
IMMO Investment Technologies España S.L (SPN),REVENUE : Property Management Fees,1338,
IMMO Investment Technologies S.à r.l. (LUX),REVENUE : Property Management Fees,1338,
IMMO Digital Solutions India Private Limited (INR),REVENUE : Property Management Fees,1338,
INSTA IMMO GmbH (GER),REVENUE : Property Management Fees,1338,
IMMO Investment Technologies UK Limited (UK),REVENUE : Property Management Fees,1338,
INSTA IMMO GmbH (GER),REVENUE : Asset Management Fees,1339,
IMMO Investment Technologies UK Limited (UK),REVENUE : Asset Management Fees,1339,
IMMO Investment Technologies S.à r.l. (LUX),REVENUE : Asset Management Fees,1339,
IMMO Digital Solutions India Private Limited (INR),REVENUE : Asset Management Fees,1339,
IMMO Investment Technologies España S.L (SPN),REVENUE : Asset Management Fees,1339,
IMMO Investment Technologies España S.L (SPN),REVENUE : Refurbishment Fees,1340,
IMMO Digital Solutions India Private Limited (INR),REVENUE : Refurbishment Fees,1340,
IMMO Service Elimination entity,REVENUE : Refurbishment Fees,1340,
IMMO Property Owning Structure (Consolidation entity),REVENUE : Refurbishment Fees,1340,
Carilux Investment S.à r.l (LUX),REVENUE : Refurbishment Fees,1340,
Moonstone Holdings S.à r.l (LUX),REVENUE : Refurbishment Fees,1340,
Matis Investment S.à r.l (LUX),REVENUE : Refurbishment Fees,1340,
"IMMO Central Portfolio Spain, S.L. (SPN)",REVENUE : Refurbishment Fees,1340,
"IMMO IT Spain Portfolio, S.L. (SPN)",REVENUE : Refurbishment Fees,1340,
IMMO IT SPAIN ELIMINATION,REVENUE : Refurbishment Fees,1340,
IMMO German Service GmbH (GER),REVENUE : Refurbishment Fees,1340,
IMMO German Property GmbH (GER),REVENUE : Refurbishment Fees,1340,
IMMO German Service II GmbH (GER),REVENUE : Refurbishment Fees,1340,
IMMO German Property II GmbH (GER),REVENUE : Refurbishment Fees,1340,
IMMO Central Portfolio UK Limited (UK),REVENUE : Refurbishment Fees,1340,
Matis Investment Elimination,REVENUE : Refurbishment Fees,1340,
Matis Elimination(Moonstone),REVENUE : Refurbishment Fees,1340,
Moonstone Elimination(carilux),REVENUE : Refurbishment Fees,1340,
IMMO Investment Elimination,REVENUE : Refurbishment Fees,1340,
IMMO Investment Technologies S.à r.l. (LUX),REVENUE : Refurbishment Fees,1340,
Chandos Elimination,REVENUE : Refurbishment Fees,1340,
Ruscha Residential GmbH,REVENUE : Refurbishment Fees,1340,
Arcangel Assets GmbH,REVENUE : Refurbishment Fees,1340,
Chandos Holdings UG,REVENUE : Refurbishment Fees,1340,
INSTA IMMO GmbH (GER),REVENUE : Refurbishment Fees,1340,
IMMO Investment Technologies UK Limited (UK),REVENUE : Refurbishment Fees,1340,
IMMO Services Companies (Consolidation entity),REVENUE : Refurbishment Fees,1340,
Capital fund Elimination,REVENUE : Refurbishment Fees,1340,
IMMO Capital Investment Funds SCSp SICAV-RAIF (LUX),REVENUE : Refurbishment Fees,1340,
IMMO Fund (consolidation entity),REVENUE : Refurbishment Fees,1340,
IMMO Capital Fund GP S.à r.l (LUX),REVENUE : Refurbishment Fees,1340,
IMMO Investment Technologies S.à r.l. (LUX),REVENUE : Asset Services Fees,1341,
IMMO Investment Technologies España S.L (SPN),REVENUE : Asset Services Fees,1341,
IMMO Investment Technologies UK Limited (UK),REVENUE : Asset Services Fees,1341,
IMMO Digital Solutions India Private Limited (INR),REVENUE : Asset Services Fees,1341,
INSTA IMMO GmbH (GER),REVENUE : Asset Services Fees,1341,
TIAA General Account Housing German Property GmbH (EUR),REVENUE : Rental Income,2035,
TIAA General Account Housing German Service GmbH (EUR),REVENUE : Rental Income,2035,
Nuveen Elimination,REVENUE : Rental Income,2035,
Exporo Bestand 46 GmbH (EUR),REVENUE : Rental Income,2035,
Consolidation Elimination,REVENUE : Rental Income,2035,
productivity subsidiary,REVENUE : Rental Income,2035,
Test Entity,REVENUE : Rental Income,2035,
IMMO Investment Technologies S.à r.l. (LUX),REVENUE : Rental Income,2035,
IMMO Fund (consolidation entity),REVENUE : Rental Income,2035,
IMMO Capital Fund GP S.à r.l (LUX),REVENUE : Rental Income,2035,
IMMO Capital Investment Funds SCSp SICAV-RAIF (LUX),REVENUE : Rental Income,2035,
Capital fund Elimination,REVENUE : Rental Income,2035,
IMMO Services Companies (Consolidation entity),REVENUE : Rental Income,2035,
Carilux Investment S.à r.l (LUX),REVENUE : Rental Income,2035,
Moonstone Holdings S.à r.l (LUX),REVENUE : Rental Income,2035,
Matis Investment S.à r.l (LUX),REVENUE : Rental Income,2035,
"IMMO Central Portfolio Spain, S.L. (SPN)",REVENUE : Rental Income,2035,
"IMMO IT Spain Portfolio, S.L. (SPN)",REVENUE : Rental Income,2035,
IMMO IT SPAIN ELIMINATION,REVENUE : Rental Income,2035,
IMMO Consolidation Entity (LUX),REVENUE : Rental Income,2035,
IMMO Investment Technologies UK Limited (UK),REVENUE : Rental Income,2035,
INSTA IMMO GmbH (GER),REVENUE : Rental Income,2035,
Chandos Holdings UG,REVENUE : Rental Income,2035,
Arcangel Assets GmbH,REVENUE : Rental Income,2035,
Ruscha Residential GmbH,REVENUE : Rental Income,2035,
Chandos Elimination,REVENUE : Rental Income,2035,
IMMO Investment Technologies España S.L (SPN),REVENUE : Rental Income,2035,
IMMO Digital Solutions India Private Limited (INR),REVENUE : Rental Income,2035,
IMMO Service Elimination entity,REVENUE : Rental Income,2035,
IMMO Property Owning Structure (Consolidation entity),REVENUE : Rental Income,2035,
IMMO German Service GmbH (GER),REVENUE : Rental Income,2035,
IMMO German Property GmbH (GER),REVENUE : Rental Income,2035,
IMMO German Service II GmbH (GER),REVENUE : Rental Income,2035,
IMMO German Property II GmbH (GER),REVENUE : Rental Income,2035,
IMMO Central Portfolio UK Limited (UK),REVENUE : Rental Income,2035,
Matis Investment Elimination,REVENUE : Rental Income,2035,
Matis Elimination(Moonstone),REVENUE : Rental Income,2035,
Moonstone Elimination(carilux),REVENUE : Rental Income,2035,
IMMO Investment Elimination,REVENUE : Rental Income,2035,
IMMO Managed Companies (Consolidation entity),REVENUE : Rental Income,2035,
RainMaker Investments GmbH (EUR),REVENUE : Rental Income,2035,
RI Nord GmbH (EUR),REVENUE : Rental Income,2035,
RI Living GmbH (EUR),REVENUE : Rental Income,2035,
Rainmaker Elimination,REVENUE : Rental Income,2035,
Chandos Holdings UG ( IMMO managed),REVENUE : Rental Income,2035,
Arcangel Assets GmbH (IMMO managed),REVENUE : Rental Income,2035,
Ruscha Residential GmbH (EUR) (IMMO managed),REVENUE : Rental Income,2035,
Chandos Elimination (IMMO managed),REVENUE : Rental Income,2035,
Nuveen HoldCo (Consolidation),REVENUE : Rental Income,2035,
TIAA General Account Housing German Property GmbH (EUR),REVENUE : Rental Income Garage,2036,
Ruscha Residential GmbH (EUR) (IMMO managed),REVENUE : Rental Income Garage,2036,
IMMO Central Portfolio UK Limited (UK),REVENUE : Rental Income Garage,2036,
IMMO German Property II GmbH (GER),REVENUE : Rental Income Garage,2036,
IMMO German Service II GmbH (GER),REVENUE : Rental Income Garage,2036,
TIAA General Account Housing German Service GmbH (EUR),REVENUE : Rental Income Garage,2036,
RI Living GmbH (EUR),REVENUE : Rental Income Garage,2036,
"IMMO IT Spain Portfolio, S.L. (SPN)",REVENUE : Rental Income Garage,2036,
IMMO German Service GmbH (GER),REVENUE : Rental Income Garage,2036,
IMMO German Property GmbH (GER),REVENUE : Rental Income Garage,2036,
Chandos Holdings UG ( IMMO managed),REVENUE : Rental Income Garage,2036,
Exporo Bestand 46 GmbH (EUR),REVENUE : Rental Income Garage,2036,
Chandos Holdings UG ( IMMO managed),REVENUE : Income from Operational Cost Fixed Rate,1530,
RI Living GmbH (EUR),REVENUE : Income from Operational Cost Fixed Rate,1530,
TIAA General Account Housing German Service GmbH (EUR),REVENUE : Income from Operational Cost Fixed Rate,1530,
Ruscha Residential GmbH (EUR) (IMMO managed),REVENUE : Income from Operational Cost Fixed Rate,1530,
Exporo Bestand 46 GmbH (EUR),REVENUE : Income from Operational Cost Fixed Rate,1530,
TIAA General Account Housing German Property GmbH (EUR),REVENUE : Income from Operational Cost Fixed Rate,1530,
TIAA General Account Housing German Property GmbH (EUR),REVENUE : Income from Operational Cost Advance Payment,1531,
Ruscha Residential GmbH (EUR) (IMMO managed),REVENUE : Income from Operational Cost Advance Payment,1531,
